,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_17_18,Distribution_Score_17_18,Ball_Quality_Score_17_18,Positioning_Score_17_18,Sweeper_Score_17_18,short_version,short_name,long_name,player_positions,overall,club_name,age,dob,height_cm,weight_kg,league_name,club_position,nationality_name,pace,shooting,passing,skill_long_passing,skill_ball_control,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,birth_year
81,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,38,38,3420.0,59.0,1.55,70.6,7.0,18.4,7.0,4.0,3.0,0.0,1979.0,2,0,2.0,11.0,56.3,0.27,1.3,0.03,620.0,40.2,394.0,65.5,42.7,799.0,45.3,36.8,0.37,10.3,651.0,2.5,60,0.37279999999999996,46.93771626297578,58.93055127810287,66.44676979071883,61.58417986983608,39.18165356599037,S. Sorrentino,S. Sorrentino,Stefano Sorrentino,GK,79,Chievo Verona,38,1979-03-28,186,86,it Serie A,GK,Italy,,,,34,20,21,74,28,74,13,22,10,34,20,66,80,80,65,82,80,37.0,1979
82,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,38,11,990.0,14.0,1.27,69.8,2.0,18.2,1.0,1.0,0.0,0.0,1979.0,0,0,0.0,4.0,13.3,0.29,-0.7,-0.07,239.0,36.0,89.0,95.5,56.9,223.0,69.1,45.2,0.91,13.7,177.0,3.4,100,0.11609195402298851,46.73010380622837,81.07868801971048,35.0,39.490560346391106,56.74040083954072,J. Speroni,J. Speroni,Julián Speroni,GK,71,Crystal Palace,38,1979-05-18,186,80,eng Premier League,SUB,Argentina,,,,23,14,20,74,33,43,12,21,8,34,22,35,74,70,67,67,73,43.0,1979
83,Marco Sportiello,it ITA,GK,Fiorentina,it Serie A,25,37,3202.0,38.0,1.07,72.5,14.0,37.8,3.0,2.0,1.0,0.0,1992.0,0,1,2.0,4.0,36.7,0.26,-1.3,-0.04,376.0,40.4,270.0,46.7,38.7,773.0,32.3,32.1,0.65,12.1,508.0,6.1,60,0.1298850574712644,67.07612456747404,47.8557129658146,65.02729754322111,62.82006907203309,48.40919379398329,M. Sportiello,M. Sportiello,Marco Sportiello,GK,78,Fiorentina,25,1992-05-10,192,87,it Serie A,GK,Italy,,,,19,22,19,68,37,66,17,23,18,44,21,49,80,76,68,77,81,43.0,1992
84,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,22,38,3420.0,49.0,1.29,74.8,11.0,28.9,10.0,9.0,1.0,0.0,1995.0,2,0,2.0,3.0,51.3,0.27,4.3,0.11,466.0,46.6,307.0,40.7,38.8,884.0,38.6,34.2,0.92,14.8,437.0,4.1,60,0.5408,57.83737024221453,50.465044656606096,71.08735213830755,55.559296374004624,60.50969175686242,T. Strakosha,T. Strakosha,Thomas Strakosha,GK,74,Lazio,22,1995-03-19,186,78,it Serie A,GK,Albania,,,,22,15,18,49,23,56,14,20,18,49,21,26,74,70,73,69,80,44.0,1995
85,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,32,34,2940.0,41.0,1.26,70.4,10.0,29.4,4.0,4.0,0.0,0.0,1984.0,3,0,1.0,3.0,38.9,0.29,-1.1,-0.03,431.0,38.3,265.0,52.5,44.2,655.0,44.6,37.3,0.64,13.0,481.0,6.7,45,0.1252873563218391,58.35640138408304,53.777332922697866,58.58507734303913,70.47576274195735,51.282151528869505,D. Subašić,D. Subašić,Danijel Subašić,GK,85,AS Monaco,32,1984-10-27,191,84,fr Ligue 1,GK,Croatia,,,,26,19,24,75,32,80,14,31,15,52,23,65,84,79,79,85,87,53.0,1984
86,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,27,17,1530.0,9.0,0.53,72.7,11.0,64.7,0.0,0.0,0.0,0.0,1990.0,0,0,1.0,2.0,11.5,0.36,2.5,0.15,165.0,50.9,96.0,61.5,43.7,361.0,29.4,32.8,0.76,14.3,196.0,5.6,60,0.44,95.0,66.72543886664613,42.53412192902639,39.29052254577598,56.992263056092845,W. Szczęsny,W. Szczęsny,Wojciech Tomasz Szczęsny,GK,82,Juventus,27,1990-04-18,196,85,it Serie A,SUB,Poland,,,,36,22,15,71,45,65,14,40,14,48,18,65,83,77,74,78,87,49.0,1990
87,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,25,37,3330.0,28.0,0.76,79.4,19.0,51.4,2.0,2.0,0.0,0.0,1992.0,0,0,0.0,1.0,36.3,0.27,8.3,0.22,304.0,42.4,262.0,46.6,41.7,1040.0,17.5,27.5,1.11,15.1,404.0,3.7,80,0.7648,81.19377162629758,52.274407145056976,79.60418562329392,72.22967310104411,63.71105806823326,M. ter Stegen,M. ter Stegen,Marc-André ter Stegen,GK,85,FC Barcelona,25,1992-04-30,187,85,es La Liga,GK,Germany,,,,38,18,22,79,35,79,10,43,11,57,25,62,84,83,87,81,86,45.0,1992
88,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,31,31,2790.0,45.0,1.45,72.8,5.0,16.1,3.0,2.0,0.0,1.0,1985.0,1,0,1.0,11.0,42.1,0.26,-2.9,-0.09,518.0,44.4,275.0,51.6,40.5,875.0,43.0,35.1,0.65,12.4,508.0,4.7,50,0.16666666666666669,44.550173010380625,54.65352633199876,70.59599636032758,54.81867159474686,49.405531091814474,P. Tschauner,P. Tschauner,Philipp Tschauner,GK,72,Hannover 96,31,1985-11-03,196,93,de Bundesliga,GK,Germany,,,,25,22,23,60,23,72,15,27,14,39,22,38,72,69,66,70,75,42.0,1985
89,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,28,29,2610.0,26.0,0.9,70.2,12.0,41.4,4.0,1.0,3.0,0.0,1988.0,1,0,1.0,2.0,25.3,0.26,2.3,0.08,328.0,41.8,153.0,42.5,39.8,795.0,33.1,32.5,1.28,15.4,247.0,6.1,50,0.42879999999999996,70.81314878892732,48.36464428703418,66.22838944494995,45.45946838589464,66.68031606238941,S. Ulreich,S. Ulreich,Sven Ulreich,GK,76,FC Bayern München,28,1988-08-03,192,84,de Bundesliga,SUB,Germany,,,,33,22,24,66,29,41,11,25,8,29,22,32,80,73,51,73,77,40.0,1988
90,Rémy Vercoutre,fr FRA,GK,Caen,fr Ligue 1,37,35,3103.0,48.0,1.39,66.7,11.0,31.4,4.0,4.0,0.0,0.0,1980.0,1,1,0.0,5.0,40.2,0.28,-3.8,-0.11,757.0,45.3,260.0,90.4,57.2,802.0,65.1,45.0,0.41,12.7,478.0,2.9,45,0.18735632183908046,60.432525951557096,86.66846319679703,66.61055505004549,71.46205333704978,47.61656858306926,R. Vercoutre,R. Vercoutre,Rémy Vercoutre,GK,76,Stade Malherbe Caen,37,1980-06-26,185,78,fr Ligue 1,GK,France,,,,34,21,18,58,26,63,12,25,16,31,23,20,75,76,77,76,77,37.0,1980
91,Emiliano Viviano,it ITA,GK,Sampdoria,it Serie A,31,27,2430.0,43.0,1.59,68.9,6.0,22.2,6.0,2.0,4.0,0.0,1985.0,2,0,1.0,5.0,40.8,0.28,-0.2,-0.01,437.0,41.0,226.0,64.6,49.5,632.0,46.0,38.8,0.7,13.1,429.0,3.0,60,0.10459770114942529,50.88235294117647,65.74992300585154,57.32939035486806,57.73882638635666,52.31058891312399,E. Viviano,E. Viviano,Emiliano Viviano,GK,82,U.C. Sampdoria,31,1985-12-01,195,90,it Serie A,RES,Italy,,,,37,22,21,66,29,58,18,18,10,60,21,64,81,84,79,78,83,32.0,1985
92,Erwin Zelazny,fr FRA,GK,Troyes,fr Ligue 1,25,17,1530.0,28.0,1.65,71.7,3.0,17.6,2.0,2.0,0.0,0.0,1991.0,2,0,0.0,3.0,25.9,0.27,-2.1,-0.13,413.0,35.1,173.0,89.0,58.3,481.0,53.8,40.7,0.53,10.5,285.0,3.5,45,0.14827586206896554,46.10726643598616,79.16692331382814,49.085532302092815,54.10729456415701,41.70274496892876,E. Zelazny,E. Zelazny,Erwin Zelazny,GK,62,ESTAC Troyes,25,1991-09-22,186,80,fr Ligue 1,SUB,France,,,,28,34,12,52,21,59,8,19,12,22,13,52,65,53,50,64,69,44.0,1991
93,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,22,15,1350.0,27.0,1.8,67.1,2.0,13.3,4.0,4.0,0.0,0.0,1994.0,1,0,1.0,3.0,21.3,0.26,-4.7,-0.31,279.0,35.8,126.0,74.6,54.8,386.0,47.9,38.7,1.27,14.3,211.0,5.2,50,0.2080459770114943,41.64359861591696,70.69371727748688,43.898999090081894,38.56688895210204,62.9110251450677,R. Zentner,R. Zentner,Robin Zentner,GK,64,1. FSV Mainz 05,22,1994-10-28,194,96,de Bundesliga,SUB,Germany,,,,26,20,23,62,28,77,13,25,15,20,25,29,65,62,60,61,67,65.0,1994
94,Ron-Robert Zieler,de GER,GK,Stuttgart,de Bundesliga,28,34,3060.0,36.0,1.06,79.4,12.0,35.3,6.0,4.0,2.0,0.0,1989.0,3,0,2.0,2.0,40.7,0.24,4.7,0.14,834.0,35.5,300.0,81.7,59.0,1029.0,57.2,42.8,1.09,13.6,547.0,6.2,50,0.5631999999999999,64.48096885813149,77.28826609177702,79.00363967242947,71.71325560661398,58.49726326186263,R. Zieler,R. Zieler,Ron-Robert Zieler,GK,79,VfB Stuttgart,28,1989-02-12,188,83,de Bundesliga,GK,Germany,,,,22,22,21,69,32,55,14,32,15,39,24,61,79,80,70,77,79,48.0,1989
