,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
2067,Matteo Pessina,it ITA,MF,Atalanta,it Serie A,23,1997,28,21,1645,18.3,2,2,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2.4,2.4,2.5,4.9,0.13,0.14,0.27,0.13,0.27,Matches,780e3631
2068,Andrea Petagna,it ITA,FW,Napoli,it Serie A,25,1995,26,9,964,10.7,4,3,4,0,0,0,0,0.37,0.28,0.65,0.37,0.65,4.1,4.1,2.5,6.6,0.38,0.23,0.61,0.38,0.61,Matches,03f946ed
2069,Nils Petersen,de GER,FW,Freiburg,de Bundesliga,31,1988,32,12,1301,14.5,8,0,7,1,1,0,0,0.55,0.00,0.55,0.48,0.48,6.3,5.5,0.5,6.0,0.44,0.04,0.47,0.38,0.42,Matches,f93e6e94
2070,Lukas Petkov,de GER,MF,Augsburg,de Bundesliga,19,2000,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f503ef6e
2071,Jacopo Petriccione,it ITA,MF,Crotone,it Serie A,25,1995,20,11,958,10.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches,909bce7f
2072,Jens Petter Hauge,no NOR,FW,Milan,it Serie A,20,1999,18,3,532,5.9,2,0,2,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.9,0.9,1.5,2.4,0.15,0.26,0.41,0.15,0.41,Matches,12c35abe
2073,Germán Pezzella,ar ARG,DF,Fiorentina,it Serie A,29,1991,32,32,2743,30.5,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.5,1.8,0.04,0.02,0.06,0.04,0.06,Matches,8c725b43
2074,Giuseppe Pezzella,it ITA,DF,Parma,it Serie A,22,1997,24,21,1828,20.3,1,4,1,0,0,7,0,0.05,0.20,0.25,0.05,0.25,0.2,0.2,3.2,3.4,0.01,0.16,0.17,0.01,0.17,Matches,149c5f5d
2075,Maximilian Philipp,de GER,MF,Wolfsburg,de Bundesliga,26,1994,24,13,1111,12.3,6,2,6,0,0,3,0,0.49,0.16,0.65,0.49,0.65,3.5,3.5,1.1,4.5,0.28,0.09,0.37,0.28,0.37,Matches,061e8e23
2076,Rayan Philippe,fr FRA,FW,Dijon,fr Ligue 1,19,2000,4,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.45,0.00,0.45,0.45,0.45,Matches,a046fc35
2077,Romain Philippoteaux,fr FRA,FWMF,Nîmes,fr Ligue 1,32,1988,3,3,214,2.4,1,1,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,0.4,0.4,0.6,1.0,0.17,0.27,0.44,0.17,0.44,Matches,f98b15f0
2078,Romain Philippoteaux,fr FRA,MFFW,Brest,fr Ligue 1,32,1988,17,8,581,6.5,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.7,0.7,0.3,0.9,0.10,0.04,0.14,0.10,0.14,Matches,f98b15f0
2079,Kalvin Phillips,eng ENG,MF,Leeds United,eng Premier League,24,1995,29,28,2428,27.0,1,2,1,0,0,10,0,0.04,0.07,0.11,0.04,0.11,0.5,0.5,3.4,3.9,0.02,0.13,0.15,0.02,0.15,Matches,4f565d77
2080,Matt Phillips,sct SCO,MF,West Brom,eng Premier League,29,1991,33,20,1828,20.3,2,1,2,0,0,1,0,0.10,0.05,0.15,0.10,0.15,2.8,2.8,3.4,6.3,0.14,0.17,0.31,0.14,0.31,Matches,7bb5f40e
2081,Nathaniel Phillips,eng ENG,DF,Liverpool,eng Premier League,23,1997,17,15,1456,16.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,0.6,1.6,0.06,0.04,0.10,0.06,0.10,Matches,515ebe8d
2082,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,19f4d211
2083,Krzysztof Piątek,pl POL,FW,Hertha BSC,de Bundesliga,25,1995,32,18,1630,18.1,7,1,7,0,1,4,0,0.39,0.06,0.44,0.39,0.44,6.4,5.6,1.1,6.6,0.35,0.06,0.41,0.31,0.37,Matches,17f3620a
2084,Pablo Piatti,ar ARG,MFFW,Elche,es La Liga,31,1989,9,3,361,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.8,0.13,0.06,0.20,0.13,0.20,Matches,48e89655
2085,Cristiano Piccini,it ITA,DF,Atalanta,it Serie A,27,1992,1,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matches,32c0491f
2086,Cristiano Piccini,it ITA,DF,Valencia,es La Liga,27,1992,3,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,32c0491f
2087,Roberto Piccoli,it ITA,FW,Spezia,it Serie A,19,2001,20,8,703,7.8,5,0,5,0,0,0,0,0.64,0.00,0.64,0.64,0.64,5.6,5.6,0.6,6.2,0.72,0.08,0.80,0.72,0.80,Matches,1cadaf34
2088,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,26,1994,31,31,2742,30.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4806ec67
2089,Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,31,1989,6,4,318,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.01,0.17,0.18,0.01,0.18,Matches,a634b9d2
2090,Amos Pieper,de GER,DF,Arminia,de Bundesliga,22,1998,30,30,2682,29.8,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,1.2,1.2,0.5,1.7,0.04,0.02,0.06,0.04,0.06,Matches,526ea7cc
2091,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,22,1998,29,28,2305,25.6,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.5,0.5,1.0,1.5,0.02,0.04,0.06,0.02,0.06,Matches,64ba07c0
2092,Erik Pieters,nl NED,DFMF,Burnley,eng Premier League,31,1988,20,13,1266,14.1,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.4,0.6,0.01,0.03,0.04,0.01,0.04,Matches,1ef37668
2093,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,32,1987,33,31,2575,28.6,1,1,1,0,0,12,0,0.03,0.03,0.07,0.03,0.07,0.7,0.7,1.0,1.7,0.03,0.04,0.06,0.03,0.06,Matches,e54bd0a2
2094,Andrea Pinamonti,it ITA,FW,Inter,it Serie A,21,1999,8,1,169,1.9,1,0,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,0.7,0.7,0.1,0.7,0.35,0.04,0.39,0.35,0.39,Matches,08aa9cd1
2095,Yeremi Pino,es ESP,FWMF,Villarreal,es La Liga,17,2002,24,6,797,8.9,3,1,3,0,0,4,0,0.34,0.11,0.45,0.34,0.45,1.0,1.0,1.3,2.4,0.12,0.15,0.27,0.12,0.27,Matches,540ec57b
2096,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,30,1990,1,0,23,0.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f6a06749
2097,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,33,1987,18,18,1481,16.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,1.2,0.05,0.03,0.08,0.05,0.08,Matches,adfc9123
2098,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,34,1986,5,2,228,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,56400c01
2099,Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,35,1985,11,5,455,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Matches,fe2db476
2100,Marko Pjaca,hr CRO,FWMF,Genoa,it Serie A,25,1995,35,15,1418,15.8,3,2,3,0,0,0,0,0.19,0.13,0.32,0.19,0.32,2.6,2.6,1.9,4.5,0.17,0.12,0.29,0.17,0.29,Matches,2c38b327
2101,Miralem Pjanić,ba BIH,MF,Barcelona,es La Liga,30,1990,19,6,627,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.6,1.6,0.14,0.09,0.22,0.14,0.22,Matches,ad6df2d5
2102,Óscar Plano,es ESP,MFFW,Valladolid,es La Liga,29,1991,36,30,2517,28.0,5,5,5,0,0,1,1,0.18,0.18,0.36,0.18,0.36,4.8,4.8,2.1,6.9,0.17,0.07,0.25,0.17,0.25,Matches,7c388b20
2103,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,28,1992,16,12,1071,11.9,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.2,1.3,0.01,0.10,0.11,0.01,0.11,Matches,f7aa75bd
2104,Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,27,1993,29,19,1803,20.0,6,1,6,0,0,2,0,0.30,0.05,0.35,0.30,0.35,5.7,5.7,4.6,10.4,0.29,0.23,0.52,0.29,0.52,Matches,bc6bd723
2105,Dani Plomer,es ESP,FW,Granada,es La Liga,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0d298637
2106,Tommaso Pobega,it ITA,MF,Spezia,it Serie A,21,1999,20,17,1229,13.7,6,0,6,0,0,6,0,0.44,0.00,0.44,0.44,0.44,3.2,3.2,0.3,3.5,0.23,0.02,0.25,0.23,0.25,Matches,55a1cac2
2107,Daniel Podence,pt POR,MFFW,Wolves,eng Premier League,24,1995,24,22,1661,18.5,3,2,3,0,0,3,0,0.16,0.11,0.27,0.16,0.27,2.5,2.5,1.7,4.2,0.13,0.09,0.23,0.13,0.23,Matches,7fcc71d8
2108,Paul Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,27,1993,26,21,1897,21.1,3,3,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,2.8,2.8,2.4,5.2,0.13,0.11,0.25,0.13,0.25,Matches,867239d3
2109,Joel Pohjanpalo,fi FIN,FW,Union Berlin,de Bundesliga,25,1994,19,10,851,9.5,6,0,6,0,0,0,0,0.63,0.00,0.63,0.63,0.63,6.6,6.6,1.2,7.8,0.70,0.13,0.83,0.70,0.83,Matches,ea003d07
2110,Joel Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ea003d07
2111,Andrea Poli,it ITA,MF,Bologna,it Serie A,30,1989,18,4,383,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.0,1.0,0.6,1.6,0.24,0.14,0.38,0.24,0.38,Matches,b3fd7075
2112,Matteo Politano,it ITA,FWMF,Napoli,it Serie A,26,1993,37,22,1908,21.2,9,4,9,0,0,3,0,0.42,0.19,0.61,0.42,0.61,5.2,5.2,3.9,9.1,0.25,0.18,0.43,0.25,0.43,Matches,5e861944
2113,Jorge Pombo,es ESP,FWMF,Cádiz,es La Liga,26,1994,12,5,523,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.1,1.1,0.6,1.7,0.19,0.10,0.29,0.19,0.29,Matches,0a8bcb23
2114,Marin Pongračić,hr CRO,DF,Wolfsburg,de Bundesliga,22,1997,10,7,575,6.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,2a6cd437
2115,Pere Pons,es ESP,MF,Alavés,es La Liga,27,1993,22,12,1186,13.2,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,0.9,0.9,1.1,1.9,0.07,0.08,0.15,0.07,0.15,Matches,29b61deb
2116,Nick Pope,eng ENG,GK,Burnley,eng Premier League,28,1992,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,4b40d9ca
2117,Manolo Portanova,it ITA,MFFW,Genoa,it Serie A,20,2000,3,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,c8c0dccd
2118,Manolo Portanova,it ITA,MF,Juventus,it Serie A,20,2000,2,1,70,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.78,0.00,0.78,0.78,0.78,Matches,c8c0dccd
2119,Francisco Portillo,es ESP,MFFW,Getafe,es La Liga,30,1990,16,3,418,4.6,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.0,0.0,0.5,0.5,0.00,0.10,0.10,0.00,0.10,Matches,8e010ff4
2120,Portu,es ESP,FWMF,Real Sociedad,es La Liga,28,1992,37,24,2184,24.3,8,3,8,0,0,3,0,0.33,0.12,0.45,0.33,0.45,5.9,5.9,3.7,9.6,0.24,0.15,0.39,0.24,0.39,Matches,1bda5842
2121,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,23,1997,26,25,2119,23.5,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.03,0.03,0.06,0.03,0.06,Matches,7f609bfc
2122,Sergio Postigo,es ESP,DF,Levante,es La Liga,31,1988,22,19,1623,18.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.02,0.00,0.02,Matches,474ecac8
2123,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,26,1994,27,14,1354,15.0,5,4,5,0,0,1,0,0.33,0.27,0.60,0.33,0.60,4.6,4.6,1.8,6.4,0.31,0.12,0.42,0.31,0.42,Matches,d2416c2e
2124,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,27,1992,14,4,491,5.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches,b92edde2
2125,Darío Poveda,es ESP,FW,Getafe,es La Liga,23,1997,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cbdf7d5c
2126,Alejandro Pozo Pozo,es ESP,DFMF,Eibar,es La Liga,21,1999,30,24,2190,24.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.1,1.5,0.02,0.05,0.06,0.02,0.06,Matches,3c16d927
2127,Dennis Praet,be BEL,MF,Leicester City,eng Premier League,26,1994,15,10,718,8.0,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,0.4,0.4,1.1,1.5,0.05,0.14,0.19,0.05,0.19,Matches,86695068
2128,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,26,1993,14,3,353,3.9,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.5,0.7,0.06,0.12,0.18,0.06,0.18,Matches,51c30111
2129,Nicolas de Préville,fr FRA,FWMF,Bordeaux,fr Ligue 1,29,1991,33,15,1611,17.9,1,2,1,0,0,3,0,0.06,0.11,0.17,0.06,0.17,3.8,3.8,3.4,7.2,0.21,0.19,0.40,0.21,0.40,Matches,b0547a87
2130,Manuel Prietl,at AUT,MF,Arminia,de Bundesliga,28,1991,28,28,2517,28.0,1,1,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,0.8,0.8,1.8,2.6,0.03,0.06,0.09,0.03,0.09,Matches,901c0f97
2131,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,25,1995,24,21,1816,20.2,3,1,3,0,0,7,0,0.15,0.05,0.20,0.15,0.20,1.8,1.8,1.0,2.7,0.09,0.05,0.14,0.09,0.14,Matches,924f9191
2132,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,28,1991,7,2,213,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.00,0.08,0.08,0.08,Matches,fdd85f94
2133,Ivan Provedel,it ITA,GK,Spezia,it Serie A,26,1994,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,277da414
2134,Antonio Puertas,es ESP,FWMF,Granada,es La Liga,28,1992,35,22,2170,24.1,3,5,3,0,0,6,0,0.12,0.21,0.33,0.12,0.33,3.3,3.3,2.3,5.6,0.14,0.10,0.23,0.14,0.23,Matches,c77a8043
2135,Riqui Puig,es ESP,MFFW,Barcelona,es La Liga,20,1999,14,2,292,3.2,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.6,0.6,0.2,0.8,0.20,0.05,0.25,0.20,0.25,Matches,f090a37a
2136,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,26,1994,31,21,2002,22.2,1,3,1,0,0,8,0,0.04,0.13,0.18,0.04,0.18,0.8,0.8,1.8,2.6,0.04,0.08,0.12,0.04,0.12,Matches,4611e028
2137,Jorge Pulido,es ESP,DF,Huesca,es La Liga,29,1991,33,32,2885,32.1,1,0,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,2.6,2.6,0.3,2.9,0.08,0.01,0.09,0.08,0.09,Matches,978cd030
2138,Christian Pulisic,us USA,FWMF,Chelsea,eng Premier League,21,1998,27,18,1738,19.3,4,2,4,0,0,2,0,0.21,0.10,0.31,0.21,0.31,6.1,6.1,2.8,8.9,0.32,0.15,0.46,0.32,0.46,Matches,1bf33a9a
2139,Ignacio Pussetto,ar ARG,FW,Udinese,it Serie A,24,1995,11,9,754,8.4,3,1,3,0,0,2,0,0.36,0.12,0.48,0.36,0.48,2.5,2.5,0.9,3.4,0.30,0.11,0.41,0.30,0.41,Matches,62437b4f
2140,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,37,1983,33,25,2204,24.5,13,1,11,2,3,1,0,0.53,0.04,0.57,0.45,0.49,11.8,9.4,1.4,10.9,0.48,0.06,0.54,0.38,0.44,Matches,ee4f2f3b
2141,Robin Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,26,1993,28,18,1476,16.4,6,2,5,1,1,1,0,0.37,0.12,0.49,0.30,0.43,6.2,5.4,2.6,8.0,0.38,0.16,0.53,0.33,0.49,Matches,74c7c2db
2142,Domingos Quina,pt POR,MF,Granada,es La Liga,20,1999,8,5,341,3.8,2,0,2,0,0,1,0,0.53,0.00,0.53,0.53,0.53,0.3,0.3,0.2,0.5,0.08,0.05,0.13,0.08,0.13,Matches,41fb0f4e
2143,Quini,es ESP,DF,Granada,es La Liga,30,1989,19,12,1191,13.2,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.4,0.4,0.2,0.7,0.03,0.02,0.05,0.03,0.05,Matches,7a538238
2144,Quique,es ESP,FWMF,Eibar,es La Liga,30,1990,12,0,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.13,0.05,0.18,0.13,0.18,Matches,c966fce1
2145,Dani Raba,es ESP,MFFW,Villarreal,es La Liga,24,1995,5,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.20,0.03,0.23,0.20,0.23,Matches,ea6a7ab4
2146,Simone Rabbi,it ITA,FWDF,Bologna,it Serie A,18,2001,4,0,35,0.4,0,1,0,0,0,0,0,0.00,2.57,2.57,0.00,2.57,0.0,0.0,0.0,0.0,0.00,0.10,0.10,0.00,0.10,Matches,3688af6c
2147,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,25,1995,34,25,2313,25.7,4,2,4,0,0,7,1,0.16,0.08,0.23,0.16,0.23,2.7,2.7,1.1,3.8,0.11,0.04,0.15,0.11,0.15,Matches,8794e251
2148,Uroš Račić,rs SRB,MF,Valencia,es La Liga,22,1998,31,25,2187,24.3,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,0.3,1.8,0.06,0.01,0.08,0.06,0.08,Matches,faed84db
2149,Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,1998,21,21,1890,21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches,abc06eb3
2150,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,27,1993,21,13,1121,12.5,0,2,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,Matches,b5dd3469
2151,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,24,1996,12,4,396,4.4,2,1,2,0,0,2,0,0.45,0.23,0.68,0.45,0.68,1.6,1.6,0.3,1.9,0.37,0.07,0.44,0.37,0.44,Matches,0630eb63
2152,Nemanja Radonjić,rs SRB,FWMF,Hertha BSC,de Bundesliga,24,1996,12,5,611,6.8,1,2,1,0,0,1,0,0.15,0.29,0.44,0.15,0.44,1.9,1.9,1.0,2.9,0.29,0.15,0.43,0.29,0.43,Matches,0630eb63
2153,Aleksandar Radovanović,rs SRB,DF,Lens,fr Ligue 1,26,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,09507ffa
2154,Ivan Radovanović,rs SRB,DFMF,Genoa,it Serie A,31,1988,33,24,2232,24.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.02,0.01,0.03,0.02,0.03,Matches,023937a9
2155,Ionuț Radu,ro ROU,GK,Inter,it Serie A,23,1997,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,67f649be
2156,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,33,1986,31,30,2458,27.3,0,3,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,1.5,1.9,0.02,0.05,0.07,0.02,0.07,Matches,53de807a
2157,Rafael,br BRA,GK,Spezia,it Serie A,38,1982,3,2,207,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.0,0.0,0.4,0.4,0.00,0.17,0.17,0.00,0.17,Matches,dd06d56c
2158,Rafinha,br BRA,MFFW,Paris S-G,fr Ligue 1,27,1993,23,15,1361,15.1,0,4,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,1.4,1.4,2.6,4.1,0.09,0.17,0.27,0.09,0.27,Matches,0c2ac3cb
2159,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ce1a6c7e
2160,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,24,1995,37,37,3285,36.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,58ad9383
2161,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,32,1988,37,25,2233,24.8,4,2,2,2,2,5,0,0.16,0.08,0.24,0.08,0.16,5.2,3.6,1.5,5.1,0.21,0.06,0.27,0.15,0.21,Matches,89f951b5
2162,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,27,1993,5,3,304,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,be3a0121
2163,Benito Raman,be BEL,FWMF,Schalke 04,de Bundesliga,25,1994,25,13,1246,13.8,2,0,2,0,0,2,0,0.14,0.00,0.14,0.14,0.14,2.3,2.2,1.2,3.5,0.17,0.09,0.26,0.16,0.25,Matches,867501bf
2164,Gastón Ramírez,uy URU,FWMF,Sampdoria,it Serie A,29,1990,25,10,969,10.8,0,4,0,0,0,5,0,0.00,0.37,0.37,0.00,0.37,0.8,0.8,2.2,3.1,0.08,0.21,0.29,0.08,0.29,Matches,2c851997
2165,Sandro Ramírez,es ESP,FW,Huesca,es La Liga,25,1995,20,16,1285,14.3,5,1,5,0,0,2,0,0.35,0.07,0.42,0.35,0.42,2.2,2.2,0.5,2.7,0.16,0.03,0.19,0.16,0.19,Matches,833fb62e
2166,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,34,1986,15,15,1275,14.2,2,0,0,2,2,3,0,0.14,0.00,0.14,0.00,0.00,4.2,2.6,0.4,3.0,0.30,0.03,0.33,0.19,0.21,Matches,08511d65
2167,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,1998,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,466fb2c5
2168,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,29,1990,22,13,1089,12.1,2,4,2,0,0,2,0,0.17,0.33,0.50,0.17,0.50,4.2,4.2,3.3,7.5,0.35,0.27,0.62,0.35,0.62,Matches,ef619b0b
2169,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,19,2001,22,6,626,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.07,0.04,0.11,0.07,0.11,Matches,1544f145
2170,Kayne Ramsey,eng ENG,DF,Southampton,eng Premier League,19,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,dc31b84c
2171,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6385ebfb
